DATE,AUS_CASES_ACTIVE,AUS_CASES_LOCAL_LAST_24H,AUS_CASES_OVERSEAS_ACQUIRED_LAST_24H,AUS_CASES_UNDER_INVESTIGATION_LAST_24H,AUS_CASES_LOCAL_LAST_7D,AUS_CASES_OVERSEAS_ACQUIRED_LAST_7D,AUS_CASES_UNDER_INVESTIGATION_LAST_7D,ACT_CASES_ACTIVE,ACT_CASES_LOCAL_LAST_24H,ACT_CASES_OVERSEAS_ACQUIRED_LAST_24H,ACT_CASES_UNDER_INVESTIGATION_LAST_24H,ACT_CASES_LOCAL_LAST_7D,ACT_CASES_OVERSEAS_ACQUIRED_LAST_7D,ACT_CASES_UNDER_INVESTIGATION_LAST_7D,NSW_CASES_ACTIVE,NSW_CASES_LOCAL_LAST_24H,NSW_CASES_OVERSEAS_ACQUIRED_LAST_24H,NSW_CASES_UNDER_INVESTIGATION_LAST_24H,NSW_CASES_LOCAL_LAST_7D,NSW_CASES_OVERSEAS_ACQUIRED_LAST_7D,NSW_CASES_UNDER_INVESTIGATION_LAST_7D,NT_CASES_ACTIVE,NT_CASES_LOCAL_LAST_24H,NT_CASES_OVERSEAS_ACQUIRED_LAST_24H,NT_CASES_UNDER_INVESTIGATION_LAST_24H,NT_CASES_LOCAL_LAST_7D,NT_CASES_OVERSEAS_ACQUIRED_LAST_7D,NT_CASES_UNDER_INVESTIGATION_LAST_7D,QLD_CASES_ACTIVE,QLD_CASES_LOCAL_LAST_24H,QLD_CASES_OVERSEAS_ACQUIRED_LAST_24H,QLD_CASES_UNDER_INVESTIGATION_LAST_24H,QLD_CASES_LOCAL_LAST_7D,QLD_CASES_OVERSEAS_ACQUIRED_LAST_7D,QLD_CASES_UNDER_INVESTIGATION_LAST_7D,SA_CASES_ACTIVE,SA_CASES_LOCAL_LAST_24H,SA_CASES_OVERSEAS_ACQUIRED_LAST_24H,SA_CASES_UNDER_INVESTIGATION_LAST_24H,SA_CASES_LOCAL_LAST_7D,SA_CASES_OVERSEAS_ACQUIRED_LAST_7D,SA_CASES_UNDER_INVESTIGATION_LAST_7D,TAS_CASES_ACTIVE,TAS_CASES_LOCAL_LAST_24H,TAS_CASES_OVERSEAS_ACQUIRED_LAST_24H,TAS_CASES_UNDER_INVESTIGATION_LAST_24H,TAS_CASES_LOCAL_LAST_7D,TAS_CASES_OVERSEAS_ACQUIRED_LAST_7D,TAS_CASES_UNDER_INVESTIGATION_LAST_7D,VIC_CASES_ACTIVE,VIC_CASES_LOCAL_LAST_24H,VIC_CASES_OVERSEAS_ACQUIRED_LAST_24H,VIC_CASES_UNDER_INVESTIGATION_LAST_24H,VIC_CASES_LOCAL_LAST_7D,VIC_CASES_OVERSEAS_ACQUIRED_LAST_7D,VIC_CASES_UNDER_INVESTIGATION_LAST_7D,WA_CASES_ACTIVE,WA_CASES_LOCAL_LAST_24H,WA_CASES_OVERSEAS_ACQUIRED_LAST_24H,WA_CASES_UNDER_INVESTIGATION_LAST_24H,WA_CASES_LOCAL_LAST_7D,WA_CASES_OVERSEAS_ACQUIRED_LAST_7D,WA_CASES_UNDER_INVESTIGATION_LAST_7D,AUS_SOURCE_OVERSEAS,AUS_SOURCE_LOCAL_CONFIRMED_CASE,AUS_SOURCE_LOCAL_UNKNOWN_CONTACT,AUS_SOURCE_LOCAL_INTERSTATE_TRAVEL,AUS_SOURCE_UNDER_INVESTIGATION,AUS_CASES_TOTAL,AUS_DEATHS_TOTAL,ACT_SOURCE_OVERSEAS,ACT_SOURCE_LOCAL_CONFIRMED_CASE,ACT_SOURCE_LOCAL_UNKNOWN_CONTACT,ACT_SOURCE_LOCAL_INTERSTATE_TRAVEL,ACT_SOURCE_UNDER_INVESTIGATION,ACT_CASES_TOTAL,ACT_DEATHS_TOTAL,NSW_SOURCE_OVERSEAS,NSW_SOURCE_LOCAL_CONFIRMED_CASE,NSW_SOURCE_LOCAL_UNKNOWN_CONTACT,NSW_SOURCE_LOCAL_INTERSTATE_TRAVEL,NSW_SOURCE_UNDER_INVESTIGATION,NSW_CASES_TOTAL,NSW_DEATHS_TOTAL,NT_SOURCE_OVERSEAS,NT_SOURCE_LOCAL_CONFIRMED_CASE,NT_SOURCE_LOCAL_UNKNOWN_CONTACT,NT_SOURCE_LOCAL_INTERSTATE_TRAVEL,NT_SOURCE_UNDER_INVESTIGATION,NT_CASES_TOTAL,NT_DEATHS_TOTAL,QLD_SOURCE_OVERSEAS,QLD_SOURCE_LOCAL_CONFIRMED_CASE,QLD_SOURCE_LOCAL_UNKNOWN_CONTACT,QLD_SOURCE_LOCAL_INTERSTATE_TRAVEL,QLD_SOURCE_UNDER_INVESTIGATION,QLD_CASES_TOTAL,QLD_DEATHS_TOTAL,SA_SOURCE_OVERSEAS,SA_SOURCE_LOCAL_CONFIRMED_CASE,SA_SOURCE_LOCAL_UNKNOWN_CONTACT,SA_SOURCE_LOCAL_INTERSTATE_TRAVEL,SA_SOURCE_UNDER_INVESTIGATION,SA_CASES_TOTAL,SA_DEATHS_TOTAL,TAS_SOURCE_OVERSEAS,TAS_SOURCE_LOCAL_CONFIRMED_CASE,TAS_SOURCE_LOCAL_UNKNOWN_CONTACT,TAS_SOURCE_LOCAL_INTERSTATE_TRAVEL,TAS_SOURCE_UNDER_INVESTIGATION,TAS_CASES_TOTAL,TAS_DEATHS_TOTAL,VIC_SOURCE_OVERSEAS,VIC_SOURCE_LOCAL_CONFIRMED_CASE,VIC_SOURCE_LOCAL_UNKNOWN_CONTACT,VIC_SOURCE_LOCAL_INTERSTATE_TRAVEL,VIC_SOURCE_UNDER_INVESTIGATION,VIC_CASES_TOTAL,VIC_DEATHS_TOTAL,WA_SOURCE_OVERSEAS,WA_SOURCE_LOCAL_CONFIRMED_CASE,WA_SOURCE_LOCAL_UNKNOWN_CONTACT,WA_SOURCE_LOCAL_INTERSTATE_TRAVEL,WA_SOURCE_UNDER_INVESTIGATION,WA_CASES_TOTAL,WA_DEATHS_TOTAL,AUS_TESTS_LAST_7D,AUS_TESTS_PER_100K_LAST_7D,AUS_TESTS_TOTAL,AUS_TESTS_POSITIVE_PCT,ACT_TESTS_LAST_7D,ACT_TESTS_PER_100K_LAST_7D,ACT_TESTS_TOTAL,ACT_TESTS_POSITIVE_PCT,NSW_TESTS_LAST_7D,NSW_TESTS_PER_100K_LAST_7D,NSW_TESTS_TOTAL,NSW_TESTS_POSITIVE_PCT,NT_TESTS_LAST_7D,NT_TESTS_PER_100K_LAST_7D,NT_TESTS_TOTAL,NT_TESTS_POSITIVE_PCT,QLD_TESTS_LAST_7D,QLD_TESTS_PER_100K_LAST_7D,QLD_TESTS_TOTAL,QLD_TESTS_POSITIVE_PCT,SA_TESTS_LAST_7D,SA_TESTS_PER_100K_LAST_7D,SA_TESTS_TOTAL,SA_TESTS_POSITIVE_PCT,TAS_TESTS_LAST_7D,TAS_TESTS_PER_100K_LAST_7D,TAS_TESTS_TOTAL,TAS_TESTS_POSITIVE_PCT,VIC_TESTS_LAST_7D,VIC_TESTS_PER_100K_LAST_7D,VIC_TESTS_TOTAL,VIC_TESTS_POSITIVE_PCT,WA_TESTS_LAST_7D,WA_TESTS_PER_100K_LAST_7D,WA_TESTS_TOTAL,WA_TESTS_POSITIVE_PCT,AUS_AGED_CARE_IN_HOME_ACTIVE,AUS_AGED_CARE_IN_HOME_RECOVERED,AUS_AGED_CARE_IN_HOME_DEATHS,ACT_AGED_CARE_IN_HOME_ACTIVE,ACT_AGED_CARE_IN_HOME_RECOVERED,ACT_AGED_CARE_IN_HOME_DEATHS,NSW_AGED_CARE_IN_HOME_ACTIVE,NSW_AGED_CARE_IN_HOME_RECOVERED,NSW_AGED_CARE_IN_HOME_DEATHS,NT_AGED_CARE_IN_HOME_ACTIVE,NT_AGED_CARE_IN_HOME_RECOVERED,NT_AGED_CARE_IN_HOME_DEATHS,QLD_AGED_CARE_IN_HOME_ACTIVE,QLD_AGED_CARE_IN_HOME_RECOVERED,QLD_AGED_CARE_IN_HOME_DEATHS,SA_AGED_CARE_IN_HOME_ACTIVE,SA_AGED_CARE_IN_HOME_RECOVERED,SA_AGED_CARE_IN_HOME_DEATHS,TAS_AGED_CARE_IN_HOME_ACTIVE,TAS_AGED_CARE_IN_HOME_RECOVERED,TAS_AGED_CARE_IN_HOME_DEATHS,VIC_AGED_CARE_IN_HOME_ACTIVE,VIC_AGED_CARE_IN_HOME_RECOVERED,VIC_AGED_CARE_IN_HOME_DEATHS,WA_AGED_CARE_IN_HOME_ACTIVE,WA_AGED_CARE_IN_HOME_RECOVERED,WA_AGED_CARE_IN_HOME_DEATHS,AUS_AGED_CARE_RESIDENTIAL_ACTIVE,AUS_AGED_CARE_RESIDENTIAL_RECOVERED,AUS_AGED_CARE_RESIDENTIAL_DEATHS,ACT_AGED_CARE_RESIDENTIAL_ACTIVE,ACT_AGED_CARE_RESIDENTIAL_RECOVERED,ACT_AGED_CARE_RESIDENTIAL_DEATHS,NSW_AGED_CARE_RESIDENTIAL_ACTIVE,NSW_AGED_CARE_RESIDENTIAL_RECOVERED,NSW_AGED_CARE_RESIDENTIAL_DEATHS,NT_AGED_CARE_RESIDENTIAL_ACTIVE,NT_AGED_CARE_RESIDENTIAL_RECOVERED,NT_AGED_CARE_RESIDENTIAL_DEATHS,QLD_AGED_CARE_RESIDENTIAL_ACTIVE,QLD_AGED_CARE_RESIDENTIAL_RECOVERED,QLD_AGED_CARE_RESIDENTIAL_DEATHS,SA_AGED_CARE_RESIDENTIAL_ACTIVE,SA_AGED_CARE_RESIDENTIAL_RECOVERED,SA_AGED_CARE_RESIDENTIAL_DEATHS,TAS_AGED_CARE_RESIDENTIAL_ACTIVE,TAS_AGED_CARE_RESIDENTIAL_RECOVERED,TAS_AGED_CARE_RESIDENTIAL_DEATHS,VIC_AGED_CARE_RESIDENTIAL_ACTIVE,VIC_AGED_CARE_RESIDENTIAL_RECOVERED,VIC_AGED_CARE_RESIDENTIAL_DEATHS,WA_AGED_CARE_RESIDENTIAL_ACTIVE,WA_AGED_CARE_RESIDENTIAL_RECOVERED,WA_AGED_CARE_RESIDENTIAL_DEATHS,AUS_CASES_AGE_0_9_SEX_M,AUS_CASES_AGE_0_9_SEX_F,AUS_CASES_AGE_10_19_SEX_M,AUS_CASES_AGE_10_19_SEX_F,AUS_CASES_AGE_20_29_SEX_M,AUS_CASES_AGE_20_29_SEX_F,AUS_CASES_AGE_30_39_SEX_M,AUS_CASES_AGE_30_39_SEX_F,AUS_CASES_AGE_40_49_SEX_M,AUS_CASES_AGE_40_49_SEX_F,AUS_CASES_AGE_50_59_SEX_M,AUS_CASES_AGE_50_59_SEX_F,AUS_CASES_AGE_60_69_SEX_M,AUS_CASES_AGE_60_69_SEX_F,AUS_CASES_AGE_70_79_SEX_M,AUS_CASES_AGE_70_79_SEX_F,AUS_CASES_AGE_80_89_SEX_M,AUS_CASES_AGE_80_89_SEX_F,AUS_CASES_AGE_90+_SEX_M,AUS_CASES_AGE_90+_SEX_F,AUS_CASES_HOSPITAL_NOT_ICU,AUS_CASES_HOSPITAL_ICU,ACT_CASES_HOSPITAL_NOT_ICU,ACT_CASES_HOSPITAL_ICU,NSW_CASES_HOSPITAL_NOT_ICU,NSW_CASES_HOSPITAL_ICU,NT_CASES_HOSPITAL_NOT_ICU,NT_CASES_HOSPITAL_ICU,QLD_CASES_HOSPITAL_NOT_ICU,QLD_CASES_HOSPITAL_ICU,SA_CASES_HOSPITAL_NOT_ICU,SA_CASES_HOSPITAL_ICU,TAS_CASES_HOSPITAL_NOT_ICU,TAS_CASES_HOSPITAL_ICU,VIC_CASES_HOSPITAL_NOT_ICU,VIC_CASES_HOSPITAL_ICU,WA_CASES_HOSPITAL_NOT_ICU,WA_CASES_HOSPITAL_ICU,AUS_DEATHS_AGE_0_9_SEX_M,AUS_DEATHS_AGE_0_9_SEX_F,AUS_DEATHS_AGE_10_19_SEX_M,AUS_DEATHS_AGE_10_19_SEX_F,AUS_DEATHS_AGE_20_29_SEX_M,AUS_DEATHS_AGE_20_29_SEX_F,AUS_DEATHS_AGE_30_39_SEX_M,AUS_DEATHS_AGE_30_39_SEX_F,AUS_DEATHS_AGE_40_49_SEX_M,AUS_DEATHS_AGE_40_49_SEX_F,AUS_DEATHS_AGE_50_59_SEX_M,AUS_DEATHS_AGE_50_59_SEX_F,AUS_DEATHS_AGE_60_69_SEX_M,AUS_DEATHS_AGE_60_69_SEX_F,AUS_DEATHS_AGE_70_79_SEX_M,AUS_DEATHS_AGE_70_79_SEX_F,AUS_DEATHS_AGE_80_89_SEX_M,AUS_DEATHS_AGE_80_89_SEX_F,AUS_DEATHS_AGE_90+_SEX_M,AUS_DEATHS_AGE_90+_SEX_F
2021-06-03,123,3,5,0,24,29,30,0,0,0,0,0,0,0,33,0,2,0,0,14,0,2,0,0,0,0,1,0,14,0,2,0,0,6,0,4,0,1,0,0,2,0,0,0,0,0,0,0,0,69,3,0,0,24,6,29,1,0,0,0,0,0,1,7671,18018,4285,159,4,30137,910,95,20,1,8,0,124,3,3404,1645,451,90,0,5590,54,169,2,0,2,0,173,0,1293,264,41,23,0,1621,7,573,152,9,26,0,760,4,85,141,5,3,0,234,13,1142,15707,3764,0,4,20617,820,910,87,14,7,0,1018,9,574417,2265,18643613,0.2,5202,1221,216006,0.1,114475,1416,6122545,0.1,9856,4005,211026,0.1,9409,185,2623951,0.1,47708,2723,1405415,0.1,7607,1423,235435,0.1,344512,5225,6623872,0.3,35648,1360,1205363,0.1,0,73,8,0,0,0,0,13,0,0,0,0,0,8,0,0,1,0,0,3,2,0,48,5,0,0,1,2,1366,685,0,0,0,0,33,28,0,0,0,0,0,1,0,0,0,0,0,1,2,1333,655,0,0,0,861,774,1295,1234,3181,3488,2759,2631,2031,1843,1733,1771,1247,1235,872,765,498,778,230,552,20,0,0,0,3,0,2,0,12,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,2,0,2,0,10,5,26,12,102,56,183,196,115,200
2021-06-04,126,4,3,0,24,26,30,0,0,0,0,0,0,0,32,0,0,0,0,11,0,2,0,0,0,0,1,0,14,0,0,0,0,5,0,5,0,1,0,0,3,0,0,0,0,0,0,0,0,72,4,2,0,24,6,29,1,0,0,0,0,0,1,7682,18021,4287,159,1,30150,910,95,20,1,8,0,124,3,3404,1645,451,90,0,5590,54,169,2,0,2,0,173,0,1301,264,41,23,0,1629,7,574,152,9,26,0,761,4,85,141,5,3,0,234,13,1144,15710,3766,0,1,20621,820,910,87,14,7,0,1018,9,586552,2313,18751395,0.2,4874,1144,216923,0.1,119465,1478,6145128,0.1,10628,4319,212909,0.1,21225,417,2645176,0.1,46109,2631,1412113,0.1,7742,1448,236632,0.1,346489,5255,6673311,0.3,30020,1145,1209203,0.1,0,73,8,0,0,0,0,13,0,0,0,0,0,8,0,0,1,0,0,3,2,0,48,5,0,0,1,2,1366,685,0,0,0,0,33,28,0,0,0,0,0,1,0,0,0,0,0,1,2,1333,655,0,0,0,864,773,1296,1234,3180,3489,2760,2633,2033,1843,1733,1771,1247,1236,872,764,498,778,230,552,19,0,0,0,3,0,2,0,10,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,2,0,2,0,10,5,26,12,102,56,183,196,115,200
2021-06-05,125,4,3,1,24,24,30,0,0,0,0,0,0,0,28,0,0,0,0,10,0,2,0,0,0,0,0,0,10,0,1,0,0,5,0,6,0,1,0,0,4,0,0,0,0,0,0,0,0,78,4,1,1,24,5,29,1,0,0,0,0,0,1,7685,18025,4287,159,2,30158,910,95,20,1,8,0,124,3,3404,1645,451,90,0,5590,54,169,2,0,2,0,173,0,1302,264,41,23,0,1630,7,575,152,9,26,0,762,4,85,141,5,3,0,234,13,1145,15714,3766,0,2,20627,820,910,87,14,7,0,1018,9,566641,2235,18815819,0.2,5330,1251,218002,0.1,121856,1507,6164531,0.1,10161,4129,213923,0.1,21225,417,2645176,0.1,44694,2551,1417842,0.1,7128,1333,237469,0.1,326227,4947,6709673,0.3,30020,1145,1209203,0.1,0,73,8,0,0,0,0,13,0,0,0,0,0,8,0,0,1,0,0,3,2,0,48,5,0,0,1,2,1366,685,0,0,0,0,33,28,0,0,0,0,0,1,0,0,0,0,0,1,2,1333,655,0,0,0,864,773,1296,1234,3180,3489,2760,2633,2033,1843,1733,1771,1247,1236,872,764,498,778,230,552,17,0,0,0,2,0,2,0,9,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,2,0,2,0,10,5,26,12,102,56,183,196,115,200
2021-06-06,137,2,13,0,26,29,25,0,0,0,0,0,0,0,32,0,5,0,0,10,0,2,0,0,0,0,0,0,11,0,2,0,0,5,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,85,2,6,0,26,10,24,1,0,0,0,0,0,1,7700,18033,4287,154,1,30175,910,95,25,1,3,0,124,3,3409,1645,451,90,0,5595,54,169,2,0,2,0,173,0,1304,264,41,23,0,1632,7,577,152,9,26,0,764,4,85,141,5,3,0,234,13,1151,15717,3766,0,1,20635,820,910,87,14,7,0,1018,9,554493,2187,18873670,0.2,5277,1238,218319,0.1,123391,1526,6182055,0.1,9292,3776,214616,0.1,25581,502,2649532,0.1,43457,2480,1422497,0.1,6733,1259,237959,0.1,310742,4713,6739489,0.3,30020,1145,1209203,0.1,0,73,8,0,0,0,0,13,0,0,0,0,0,8,0,0,1,0,0,3,2,0,48,5,0,0,1,2,1366,685,0,0,0,0,33,28,0,0,0,0,0,1,0,0,0,0,0,1,2,1333,655,0,0,0,864,773,1296,1234,3180,3489,2760,2633,2033,1843,1733,1771,1247,1236,872,764,498,778,230,552,16,0,0,0,2,0,2,0,9,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,2,0,2,0,10,5,26,12,102,56,183,196,115,200
2021-06-07,136,11,5,0,33,31,22,0,0,0,0,0,0,0,24,0,5,0,0,13,0,1,0,0,0,0,0,0,11,0,0,0,0,5,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,94,11,0,0,33,10,21,1,0,0,0,0,0,1,7708,18044,4287,154,2,30195,910,95,25,1,3,0,124,3,3414,1645,451,90,0,5600,54,169,2,0,2,0,173,0,1304,264,41,23,0,1632,7,580,152,9,26,0,767,4,85,141,5,3,0,234,13,1151,15728,3766,0,1,20646,820,910,87,14,7,1,1019,9,563120,2221,18961812,0.2,5346,1254,218727,0.1,123307,1525,6195828,0.1,8119,3299,215447,0.1,70031,1375,2693982,0.1,42307,2414,1426411,0.1,6369,1191,238460,0.1,291133,4415,6763754,0.3,16508,630,1209203,0.1,0,73,8,0,0,0,0,13,0,0,0,0,0,8,0,0,1,0,0,3,2,0,48,5,0,0,1,3,1366,685,0,0,0,0,33,28,0,0,0,0,0,1,0,0,0,0,0,1,3,1333,655,0,0,0,866,775,1297,1237,3178,3487,2765,2645,2033,1850,1736,1771,1249,1236,873,763,498,778,230,552,17,0,0,0,2,0,1,0,10,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,2,0,2,0,10,5,26,12,102,56,183,196,115,200
2021-06-08,139,2,9,0,31,39,16,0,0,0,0,0,0,0,28,0,5,0,0,18,0,2,0,1,0,0,1,0,11,0,1,0,0,6,0,5,0,1,0,0,4,0,0,0,0,0,0,0,0,92,2,1,0,31,10,15,1,0,0,0,0,0,1,7717,18045,4287,154,1,30204,910,95,25,1,3,0,124,3,3418,1644,451,90,0,5603,54,170,2,0,2,0,174,0,1305,264,41,23,0,1633,7,582,152,9,26,0,769,4,85,141,5,3,0,234,13,1152,15730,3766,0,1,20649,820,910,87,14,7,0,1018,9,553591,2183,19017546,0.2,5704,1338,219572,0.1,124725,1543,6207047,0.1,7454,3029,216852,0.1,74387,1461,2698338,0.1,41631,2376,1431069,0.1,6699,1253,239561,0.1,271248,4114,6786568,0.3,21743,829,1218539,0.1,0,73,8,0,0,0,0,13,0,0,0,0,0,8,0,0,1,0,0,3,2,0,48,5,0,0,1,3,1366,685,0,0,0,0,33,28,0,0,0,0,0,1,0,0,0,0,0,1,3,1333,655,0,0,0,867,776,1294,1232,3173,3482,2767,2655,2035,1849,1739,1767,1248,1237,879,770,500,779,230,552,19,0,0,0,2,0,2,0,11,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,2,0,2,0,10,5,26,12,101,56,184,196,115,200
2021-06-09,133,1,7,0,27,41,12,0,0,0,0,0,0,0,32,0,4,0,0,21,0,1,0,0,0,0,1,0,12,0,2,0,0,6,0,4,0,1,0,0,3,0,0,0,0,0,0,0,0,83,1,0,0,27,10,11,1,0,0,0,0,0,1,7722,18046,4287,154,1,30210,910,95,25,1,3,0,124,3,3422,1644,451,90,0,5607,54,170,2,0,2,0,174,0,1306,264,41,23,0,1634,7,582,152,9,26,0,769,4,85,141,5,3,0,234,13,1152,15731,3766,0,1,20650,820,910,87,14,7,0,1018,9,539595,2128,19090830,0.2,5415,1271,220249,0.1,125670,1554,6229543,0.1,8956,3639,218400,0.1,80831,1587,2704782,0.1,40808,2329,1438164,0.1,6466,1210,240561,0.1,248700,3772,6815053,0.3,22749,868,1224078,0.1,0,73,8,0,0,0,0,13,0,0,0,0,0,8,0,0,1,0,0,3,2,0,48,5,0,0,1,3,1366,685,0,0,0,0,33,28,0,0,0,0,0,1,0,0,0,0,0,1,3,1333,655,0,0,0,867,776,1294,1232,3174,3484,2768,2653,2036,1849,1739,1767,1248,1237,879,770,500,779,230,552,13,0,0,0,1,0,1,0,8,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,2,0,2,0,10,5,26,12,101,56,184,196,115,200
2021-06-10,127,5,11,1,29,47,10,0,0,0,0,0,0,0,31,0,3,0,0,22,0,1,0,0,0,0,1,0,11,2,6,0,2,11,0,5,0,2,0,0,3,0,0,0,0,0,0,0,0,78,3,0,1,27,10,9,1,0,0,0,0,0,1,7732,18049,4287,156,2,30226,910,95,25,1,3,0,124,3,3425,1644,451,90,0,5610,54,170,2,0,2,0,174,0,1312,264,41,25,0,1642,7,583,152,9,26,0,770,4,85,141,5,3,0,234,13,1152,15734,3766,0,2,20654,820,910,87,14,7,0,1018,9,495241,1953,19157609,0.2,4851,1138,220857,0.1,126808,1568,6249353,0.1,9132,3711,220158,0.1,71933,1413,2714639,0.1,39013,2226,1444428,0.1,6154,1151,241589,0.1,214860,3258,6838732,0.3,22490,858,1227853,0.1,0,73,8,0,0,0,0,13,0,0,0,0,0,8,0,0,1,0,0,3,2,0,48,5,0,0,1,3,1366,685,0,0,0,0,33,28,0,0,0,0,0,1,0,0,0,0,0,1,3,1333,655,0,0,0,868,776,1294,1232,3174,3485,2769,2653,2036,1848,1742,1767,1248,1237,879,771,501,779,230,552,16,0,0,0,1,0,1,0,10,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,2,0,2,0,10,5,26,12,101,56,184,196,115,200
2021-06-11,130,0,3,0,25,45,2,0,0,0,0,0,0,0,32,0,1,0,0,23,0,1,0,0,0,0,1,0,18,0,0,0,2,11,0,4,0,1,0,0,1,0,0,0,0,0,0,0,0,75,0,1,0,23,9,2,0,0,0,0,0,0,0,7734,18049,4287,157,2,30229,910,95,25,1,3,0,124,3,3426,1644,451,90,0,5611,54,170,2,0,2,0,174,0,1311,264,41,26,0,1642,7,584,152,9,26,0,771,4,85,141,5,3,0,234,13,1153,15734,3766,0,2,20655,820,910,87,14,7,0,1018,9,461379,1819,19212774,0.2,4546,1067,221469,0.1,122750,1518,6267878,0.1,8450,3434,221359,0.1,75416,1481,2720592,0.1,38352,2189,1450465,0.1,6136,1148,242768,0.1,183025,2776,6856336,0.3,22704,866,1231907,0.1,0,73,8,0,0,0,0,13,0,0,0,0,0,8,0,0,1,0,0,3,2,0,48,5,0,0,1,3,1366,685,0,0,0,0,33,28,0,0,0,0,0,1,0,0,0,0,0,1,3,1333,655,0,0,0,869,776,1296,1232,3176,3485,2770,2652,2035,1849,1741,1767,1248,1237,879,771,501,779,230,552,16,0,0,0,1,0,1,0,11,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,2,0,2,0,10,5,26,12,101,56,184,196,115,200
2021-06-12,124,1,8,0,22,51,1,0,0,0,0,0,0,0,31,0,1,0,0,24,0,1,0,0,0,0,1,0,15,0,1,0,2,11,0,3,0,3,0,0,4,0,0,0,0,0,0,0,0,74,1,3,0,20,11,1,0,0,0,0,0,0,0,7741,18049,4288,157,2,30237,910,95,25,1,3,0,124,3,3427,1644,451,90,0,5612,54,170,2,0,2,0,174,0,1311,264,41,26,0,1642,7,587,152,9,26,0,774,4,85,141,5,3,0,234,13,1156,15734,3767,0,2,20659,820,910,87,14,7,0,1018,9,441583,1741,19261758,0.2,3928,922,221930,0.1,122651,1517,6287182,0.1,8625,3505,222548,0.1,78851,1548,2728383,0.1,37003,2112,1454845,0.1,6048,1131,243517,0.1,161773,2453,6871446,0.3,22704,866,1231907,0.1,0,73,8,0,0,0,0,13,0,0,0,0,0,8,0,0,1,0,0,3,2,0,48,5,0,0,1,3,1366,685,0,0,0,0,33,28,0,0,0,0,0,1,0,0,0,0,0,1,3,1333,655,0,0,0,869,776,1296,1232,3176,3485,2770,2652,2035,1849,1741,1767,1248,1237,879,771,501,779,230,552,15,0,0,0,1,0,1,0,10,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,2,0,2,0,10,5,26,12,101,56,184,196,115,200
2021-06-13,119,1,9,0,20,47,2,0,0,0,0,0,0,0,32,0,1,0,0,20,0,2,0,1,0,0,2,0,14,0,7,0,2,16,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,68,1,0,0,18,5,2,0,0,0,0,0,0,0,7751,18051,4288,157,1,30248,910,95,25,1,3,0,124,3,3428,1644,451,90,0,5613,54,171,2,0,2,0,175,0,1319,264,41,26,0,1650,7,588,152,9,26,0,775,4,85,141,5,3,0,234,13,1155,15736,3767,0,1,20659,820,910,87,14,7,0,1018,9,437861,1727,19311531,0.2,3875,909,222194,0.1,122314,1513,6304369,0.1,8975,3647,223591,0.1,88478,1737,2738010,0.1,36380,2076,1458877,0.1,6076,1137,244035,0.1,149059,2261,6888548,0.3,22704,866,1231907,0.1,0,73,8,0,0,0,0,13,0,0,0,0,0,8,0,0,1,0,0,3,2,0,48,5,0,0,1,3,1366,685,0,0,0,0,33,28,0,0,0,0,0,1,0,0,0,0,0,1,3,1333,655,0,0,0,869,776,1296,1232,3176,3485,2770,2652,2035,1849,1741,1767,1248,1237,879,771,501,779,230,552,16,0,0,0,1,0,2,0,10,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,2,0,2,0,10,5,26,12,101,56,184,196,115,200
2021-06-14,121,2,11,0,11,52,2,0,0,0,0,0,0,0,33,0,6,0,0,21,0,2,0,0,0,0,2,0,20,0,1,0,2,16,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,64,2,4,0,9,9,2,0,0,0,0,0,0,0,7763,18053,4288,157,1,30262,910,95,25,1,3,0,124,3,3434,1644,451,90,0,5619,54,171,2,0,2,0,175,0,1321,264,41,26,0,1652,7,588,152,9,26,0,775,4,85,141,5,3,0,234,13,1159,15738,3767,0,1,20665,820,910,87,14,7,0,1018,9,392231,1547,19354043,0.2,3726,874,222453,0.1,118020,1460,6313848,0.1,8954,3638,224401,0.1,47731,937,2741713,0.1,35810,2044,1462221,0.1,6100,1141,244560,0.1,141726,2149,6905480,0.3,30164,1150,1239367,0.1,0,73,8,0,0,0,0,13,0,0,0,0,0,8,0,0,1,0,0,3,2,0,48,5,0,0,1,3,1366,685,0,0,0,0,33,28,0,0,0,0,0,1,0,0,0,0,0,1,3,1333,655,0,0,0,871,775,1296,1232,3178,3488,2770,2654,2035,1850,1741,1768,1250,1237,879,771,501,779,230,552,24,1,0,0,1,0,2,0,18,0,0,0,0,0,3,1,0,0,0,0,0,0,1,0,2,0,2,0,10,5,26,12,101,56,184,196,115,200
